13.11,18.08,5.29,51.05,52.25,42.54,90.73,28.06
69.15,8.75,87.30,17.41,14.81,35.35,32.25,91.31
13.49,3.57,65.08,55.26,63.77,7.44,37.25,89.61
51.81,83.86,61.04,64.39,64.94,83.34,6.11,38.06
75.35,20.17,70.43,80.70,62.26,82.67,98.28,48.01
18.55,91.79,37.84,96.09,43.94,5.75,78.11,32.17
89.28,20.76,78.21,31.31,71.91,97.14,28.80,99.93
94.49,28.83,84.61,32.97,2.14,17.64,89.96,35.01
87.38,95.31,48.25,94.36,96.50,97.47,82.74,60.37
96.68,96.64,29.84,31.76,40.67,45.69,46.37,43.17
69.83,9.86,53.97,90.19,76.24,36.33,91.69,60.63
77.68,59.61,14.25,1.01,47.42,79.09,90.11,88.59
68.10,51.58,15.21,15.25,98.23,5.69,91.13,95.43
56.05,47.83,30.85,9.36,42.89,61.91,83.32,57.13
39.67,70.67,7.38,86.43,18.54,27.75,31.46,85.15
57.99,20.00,22.52,9.00,97.88,40.63,18.84,17.50
35.16,58.80,40.58,28.73,84.58,64.70,99.53,13.78
64.99,19.06,93.97,96.25,51.92,97.91,48.33,11.42
97.21,33.11,8.10,4.56,58.36,34.28,13.81,15.42
92.79,3.44,6.79,27.10,72.11,30.93,40.53,69.23
60.86,82.68,0.27,0.88,64.59,76.57,34.57,37.16
82.51,66.03,86.16,3.20,2.68,39.84,6.89,24.49
41.47,32.91,30.49,90.59,18.11,20.04,28.56,74.89
75.04,57.51,8.69,74.77,81.97,44.10,15.35,53.93
10.10,23.41,95.44,21.77,67.90,9.52,22.73,85.93
53.13,73.80,25.09,74.19,28.14,80.35,20.30,0.75
43.93,13.42,18.28,11.36,67.55,31.25,46.94,86.25
65.85,61.87,44.35,80.87,5.02,4.46,38.88,59.51
5.54,3.72,30.96,12.13,13.31,63.23,70.37,73.59
29.10,20.60,3.79,66.22,85.85,71.33,22.38,81.18
29.23,21.70,63.61,74.68,79.78,20.46,84.08,13.93
9.42,90.70,99.68,79.22,44.28,64.75,11.32,82.39
30.03,89.96,18.61,59.72,21.18,34.62,49.28,32.51
68.43,34.25,30.90,84.81,10.23,15.62,32.70,43.44
3.75,70.22,36.30,45.25,71.71,1.77,45.08,53.47
16.66,62.75,61.85,66.15,81.90,58.24,8.44,27.43
84.06,16.48,34.52,82.50,34.60,39.25,62.41,83.47
75.63,49.59,41.76,5.69,73.12,47.94,54.66,85.32
77.74,92.92,55.46,59.24,81.80,31.23,94.61,9.68
83.19,50.08,78.75,68.12,68.31,46.97,73.70,23.20
84.92,74.55,62.96,80.12,25.90,9.38,68.76,56.10
29.53,32.90,94.44,100.00,29.62,84.36,9.64,74.53
57.80,57.44,35.62,81.98,20.28,14.84,44.93,10.31
1.24,29.81,55.26,77.04,41.94,80.31,10.32,21.11
27.67,20.08,63.08,2.99,49.90,86.38,34.81,42.18
31.64,98.45,30.28,42.74,89.00,52.85,57.07,55.25
1.00,71.11,73.14,48.65,67.50,5.13,45.31,74.48
25.64,96.84,13.36,70.58,83.10,74.76,36.34,97.85
90.42,88.28,3.39,9.97,20.08,0.25,15.54,97.64
22.61,31.47,27.75,99.40,4.10,59.49,32.74,48.89
94.09,34.51,25.79,9.41,80.08,28.61,53.92,8.49
79.78,0.56,3.21,52.54,64.23,3.08,25.23,83.78
71.43,96.19,10.37,8.52,18.03,35.99,73.69,70.92
80.22,64.50,96.45,41.18,35.78,67.43,8.54,80.64
31.27,70.29,16.21,63.29,77.37,30.15,42.22,64.44
0.08,35.50,51.61,49.22,77.23,3.74,66.14,88.90
57.54,34.49,52.72,46.19,29.89,76.17,59.82,37.23
74.11,53.72,89.28,99.55,53.54,74.29,13.80,94.64
74.76,73.17,7.32,40.64,2.40,46.80,36.09,93.79
83.28,83.25,12.10,96.38,6.67,3.01,95.51,63.50
79.60,81.24,61.26,99.15,8.10,81.56,92.51,30.15
96.19,83.13,87.49,2.59,2.80,87.50,42.66,90.27
58.21,40.56,42.13,37.54,36.09,38.33,10.60,9.51
15.51,75.32,42.35,67.51,4.30,79.97,82.80,35.51
59.88,6.27,54.85,46.37,72.94,24.92,75.96,65.41
48.87,99.61,43.80,90.66,85.95,58.16,82.22,19.27
22.16,80.71,99.38,65.73,49.51,13.21,8.44,16.45
59.31,50.23,97.60,94.32,39.58,57.51,13.50,3.74
